# Audio2txt v3.0 - 顧問訪視1001
# Duration: 52.7min
# Processing: 4.5min
# Speakers: 3

# SPEAKER_00: 14.9min (396 segments)
# SPEAKER_01: 36.0min (574 segments)
# SPEAKER_02: 2.3min (315 segments)

============================================================

[29:56 -> 29:58][SPEAKER_01]: 就是加減
[29:58 -> 29:59][SPEAKER_01]: 拉一些拉一些
[29:59 -> 30:02][SPEAKER_01]: 但是不會主要是在這上面
[30:02 -> 30:03][SPEAKER_00]: 對
[30:03 -> 30:05][SPEAKER_00]: 就還在尋找更好的機會這樣子
[30:05 -> 30:06][SPEAKER_01]: 對
[30:06 -> 30:09][SPEAKER_01]: 因為不可能把風險全部壓在
[30:09 -> 30:10][SPEAKER_00]: 對
[30:10 -> 30:11][SPEAKER_01]: 因為當時我就是
[30:11 -> 30:12][SPEAKER_01]: 欸有保養品嘛
[30:12 -> 30:13][SPEAKER_01]: 對啊
[30:13 -> 30:14][SPEAKER_01]: 結果也有3C賣完
[30:14 -> 30:15][SPEAKER_01]: 是
[30:15 -> 30:17][SPEAKER_01]: 我那時候還有果汁機
[30:17 -> 30:19][SPEAKER_01]: 我果汁機賣到銷量低
[30:19 -> 30:20][SPEAKER_01]: 在夏季上面
[30:20 -> 30:21][SPEAKER_01]: 嗯
[30:21 -> 30:23][SPEAKER_01]: 結果那個
[30:23 -> 30:24][SPEAKER_00]: 馬上被人家那個
[30:24 -> 30:25][SPEAKER_01]: 不是不是不是
[30:25 -> 30:26][SPEAKER_01]: 他們原廠就是說
[30:26 -> 30:27][SPEAKER_01]: 就不給我貨了
[30:27 -> 30:28][SPEAKER_00]: 啊
[30:28 -> 30:29][SPEAKER_01]: 就自己
[30:29 -> 30:30][SPEAKER_01]: 因為我賣的比他好啊
[30:30 -> 30:31][SPEAKER_00]: 哈哈
[30:31 -> 30:32][SPEAKER_00]: 他就自己挑下來賣
[30:32 -> 30:33][SPEAKER_01]: 對啊
[30:33 -> 30:34][SPEAKER_01]: 啊
[30:34 -> 30:36][SPEAKER_01]: 因為全部那時候
[30:36 -> 30:38][SPEAKER_01]: 因為蝦皮都會有分類別
[30:38 -> 30:39][SPEAKER_01]: 嗯
[30:39 -> 30:40][SPEAKER_01]: 然後他也會說
[30:40 -> 30:41][SPEAKER_01]: 這一個類別什麼
[30:41 -> 30:43][SPEAKER_01]: 哪一個上面是最好的
[30:43 -> 30:44][SPEAKER_01]: 對對
[30:44 -> 30:45][SPEAKER_01]: 我那一個果汁機
[30:45 -> 30:46][SPEAKER_01]: 只要夏天一到
[30:46 -> 30:47][SPEAKER_01]: 嗯
[30:47 -> 30:48][SPEAKER_01]: 我就買出來
[30:48 -> 30:49][SPEAKER_00]: 對
[30:49 -> 30:50][SPEAKER_00]: 還有電風扇
[30:50 -> 30:51][SPEAKER_01]: 對因為你曝光很前面嘛
[30:51 -> 30:52][SPEAKER_01]: 對我沒打廣告
[30:52 -> 30:53][SPEAKER_01]: 對
[30:53 -> 30:54][SPEAKER_01]: 我前面有做了一些事情
[30:54 -> 30:55][SPEAKER_00]: 對
[30:55 -> 30:56][SPEAKER_00]: 對
[30:56 -> 30:57][SPEAKER_00]: 因為他是看銷量
[30:57 -> 30:58][SPEAKER_00]: 銷量比較好的就排在前面嘛
[30:58 -> 30:59][SPEAKER_01]: 對
[30:59 -> 31:01][SPEAKER_01]: 然後後面就是因為我前面有做對某些事情
[31:01 -> 31:02][SPEAKER_01]: 嗯
[31:02 -> 31:04][SPEAKER_01]: 然後導致於我的銷量就起來了
[31:04 -> 31:05][SPEAKER_01]: 嗯
[31:05 -> 31:06][SPEAKER_01]: 然後曝光也起來了
[31:06 -> 31:07][SPEAKER_01]: 嗯
[31:07 -> 31:08][SPEAKER_01]: 那相對的
[31:08 -> 31:09][SPEAKER_01]: 因為他也不算毛
[31:09 -> 31:10][SPEAKER_01]: 就是
[31:10 -> 31:11][SPEAKER_01]: 有曝光有銷量
[31:11 -> 31:12][SPEAKER_01]: 對
[31:12 -> 31:13][SPEAKER_01]: 我再推你更前面
[31:13 -> 31:14][SPEAKER_00]: 對
[31:14 -> 31:15][SPEAKER_01]: 所以我
[31:15 -> 31:17][SPEAKER_01]: 那時候電風扇跟果汁機
[31:17 -> 31:18][SPEAKER_00]: 對會越約好了
[31:18 -> 31:19][SPEAKER_00]: 會越約
[31:19 -> 31:20][SPEAKER_01]: 長年全部都在第一頁
[31:20 -> 31:21][SPEAKER_01]: 對
[31:21 -> 31:22][SPEAKER_01]: 對
[31:22 -> 31:23][SPEAKER_01]: 而是沒有打廣告前
[31:23 -> 31:24][SPEAKER_01]: 嗯
[31:24 -> 31:25][SPEAKER_01]: 我現在隨時發出也是
[31:25 -> 31:26][SPEAKER_01]: 嗯
[31:26 -> 31:27][SPEAKER_01]: 我沒有打廣告都是在第一頁
[31:27 -> 31:28][SPEAKER_01]: 嗯
[31:28 -> 31:29][SPEAKER_01]: 那這當中也是遇到一堆
[31:29 -> 31:31][SPEAKER_01]: 現在很多人在盜用我的商品
[31:31 -> 31:32][SPEAKER_01]: 盜用我的圖
[31:32 -> 31:33][SPEAKER_02]: 哈哈
[31:33 -> 31:34][SPEAKER_01]: 對
[31:34 -> 31:35][SPEAKER_01]: 我還去提告過
[31:35 -> 31:36][SPEAKER_01]: OK
[31:36 -> 31:37][SPEAKER_01]: 對
[31:37 -> 31:38][SPEAKER_01]: 結果給我不起訴處處
[31:39 -> 31:40][SPEAKER_01]: 不起份
[31:40 -> 31:41][SPEAKER_01]: 不起訴處處分
[31:41 -> 31:42][SPEAKER_00]: 半倍我時間
[31:42 -> 31:43][SPEAKER_01]: 哈哈
[31:43 -> 31:44][SPEAKER_01]: 就種對蝦皮那個什麼
[31:44 -> 31:45][SPEAKER_01]: 那個韓國那個什麼
[31:45 -> 31:46][SPEAKER_00]: 應該蠻多的
[31:46 -> 31:47][SPEAKER_00]: 是
[31:47 -> 31:48][SPEAKER_00]: 露天啊
[31:48 -> 31:49][SPEAKER_00]: 這些的
[31:49 -> 31:50][SPEAKER_00]: 哦
[31:50 -> 31:51][SPEAKER_00]: 你是說
[31:51 -> 31:52][SPEAKER_00]: 種種
[31:52 -> 31:53][SPEAKER_00]: 盜用的
[31:53 -> 31:54][SPEAKER_01]: 哦
[31:54 -> 31:55][SPEAKER_00]: 我這是
[31:55 -> 31:56][SPEAKER_00]: 我說的是臺灣
[31:56 -> 31:57][SPEAKER_01]: 哦
[31:57 -> 31:58][SPEAKER_01]: 臺灣的
[31:58 -> 31:59][SPEAKER_01]: 臺灣道
[31:59 -> 32:00][SPEAKER_01]: 大陸那邊也有到
[32:00 -> 32:01][SPEAKER_01]: 嗯
[32:01 -> 32:02][SPEAKER_00]: 在那邊講
[32:02 -> 32:03][SPEAKER_01]: 嗯
[32:03 -> 32:05][SPEAKER_01]: 反而那邊他們怕
[32:05 -> 32:07][SPEAKER_01]: 我說我這邊是台灣公司
[32:07 -> 32:09][SPEAKER_01]: 你的商品跟我的商品都是同樣的
[32:09 -> 32:11][SPEAKER_01]: 但是你用到我們公司的
[32:11 -> 32:12][SPEAKER_01]: 這就不OK了
[32:12 -> 32:14][SPEAKER_01]: 然後你要用原廠的
[32:14 -> 32:15][SPEAKER_01]: 對
[32:15 -> 32:16][SPEAKER_01]: 它就立馬下降
[32:16 -> 32:18][SPEAKER_01]: 或是立馬換掉
[32:18 -> 32:20][SPEAKER_01]: 台灣的獎沒有用
[32:20 -> 32:22][SPEAKER_01]: 繼續給你套用
[32:22 -> 32:23][SPEAKER_00]: 真的喔
[32:23 -> 32:24][SPEAKER_00]: 反而是台灣的還比較
[32:24 -> 32:26][SPEAKER_01]: 我覺得可能是因為
[32:26 -> 32:27][SPEAKER_01]: 有兩部分
[32:27 -> 32:30][SPEAKER_01]: 一個部分是因為台灣在
[32:30 -> 32:33][SPEAKER_01]: 這一塊比較鬆一點
[32:33 -> 32:35][SPEAKER_01]: 另外一塊就是
[32:35 -> 32:38][SPEAKER_01]: 有一些是一箭帶八的大陸廠商
[32:38 -> 32:40][SPEAKER_01]: 全部都買人頭帳號
[32:40 -> 32:42][SPEAKER_01]: 台灣的人頭帳號
[32:42 -> 32:43][SPEAKER_01]: 沒關係你告
[32:43 -> 32:44][SPEAKER_01]: 不是你幹嘛
[32:44 -> 32:47][SPEAKER_01]: 反正抓不是抓他們
[32:47 -> 32:48][SPEAKER_01]: 我覺得啦
[32:48 -> 32:50][SPEAKER_01]: 因為這類型太多了
[32:50 -> 32:51][SPEAKER_00]: 懂懂懂
[32:51 -> 32:53][SPEAKER_00]: OK那我想要問一下一個
[32:53 -> 32:55][SPEAKER_00]: 比較偏財務方面的
[32:55 -> 32:57][SPEAKER_00]: 那我們目前
[32:57 -> 32:59][SPEAKER_00]: 進貨銷貨的
[32:59 -> 33:00][SPEAKER_00]: 進貨的話
[33:00 -> 33:02][SPEAKER_00]: 你們是怎麼去跟
[33:02 -> 33:03][SPEAKER_00]: 供應商這邊
[33:03 -> 33:04][SPEAKER_00]: 結算
[33:04 -> 33:05][SPEAKER_00]: 就付款這一塊
[33:05 -> 33:06][SPEAKER_00]: 直接付
[33:06 -> 33:07][SPEAKER_00]: 就直接付一樣
[33:07 -> 33:08][SPEAKER_01]: 直接付
[33:08 -> 33:09][SPEAKER_01]: 沒有什麼月結算
[33:09 -> 33:10][SPEAKER_01]: OK
[33:10 -> 33:11][SPEAKER_01]: 因為就以
[33:11 -> 33:13][SPEAKER_01]: 簡單為主
[33:13 -> 33:14][SPEAKER_01]: 因為
[33:14 -> 33:16][SPEAKER_01]: 我現在的能力
[33:16 -> 33:17][SPEAKER_01]: 從前全部就我自己
[33:17 -> 33:18][SPEAKER_01]: 對
[33:18 -> 33:19][SPEAKER_01]: 就
[33:19 -> 33:20][SPEAKER_01]: 我不要去想著
[33:20 -> 33:21][SPEAKER_01]: 喔我這個月
[33:21 -> 33:22][SPEAKER_01]: 到底還有什麼
[33:22 -> 33:23][SPEAKER_01]: 其他付款
[33:23 -> 33:24][SPEAKER_02]: 嗯
[33:24 -> 33:25][SPEAKER_01]: 我直接
[33:25 -> 33:26][SPEAKER_01]: 因為現在
[33:26 -> 33:27][SPEAKER_01]: 叫貨都是用
[33:27 -> 33:28][SPEAKER_01]: 網路上面的平台
[33:28 -> 33:29][SPEAKER_01]: 對
[33:29 -> 33:30][SPEAKER_01]: 直接就是
[33:30 -> 33:31][SPEAKER_01]: 下訂之後
[33:31 -> 33:32][SPEAKER_01]: 就直接結
[33:32 -> 33:33][SPEAKER_01]: 它就會拉到
[33:33 -> 33:34][SPEAKER_01]: 你這樣風險
[33:34 -> 33:35][SPEAKER_00]: 對
[33:35 -> 33:36][SPEAKER_00]: 你就不會讓你自己去信用膨脹
[33:36 -> 33:37][SPEAKER_00]: 這樣子
[33:37 -> 33:38][SPEAKER_01]: 對
[33:38 -> 33:39][SPEAKER_01]: 而且也不會
[33:39 -> 33:40][SPEAKER_01]: 超出
[33:40 -> 33:41][SPEAKER_01]: 就你說的
[33:41 -> 33:42][SPEAKER_01]: 信用膨脹
[33:42 -> 33:43][SPEAKER_01]: 等一下叫我的
[33:43 -> 33:44][SPEAKER_01]: 超過
[33:44 -> 33:45][SPEAKER_01]: 我可以負擔的
[33:45 -> 33:46][SPEAKER_00]: 對
[33:46 -> 33:47][SPEAKER_01]: 或是周轉金卡住的
[33:47 -> 33:49][SPEAKER_01]: 我不做怎樣樣的事
[33:49 -> 33:51][SPEAKER_00]: 經營上很穩健
[33:51 -> 33:54][SPEAKER_01]: 就經歷過一些
[33:54 -> 33:55][SPEAKER_01]: 對因為畢竟
[33:55 -> 33:57][SPEAKER_00]: 這也不是第一次做生意了嘛
[33:57 -> 33:58][SPEAKER_00]: 對
[33:58 -> 33:59][SPEAKER_00]: 有一些有的沒有的
[33:59 -> 34:00][SPEAKER_00]: 那個
[34:00 -> 34:01][SPEAKER_00]: 學費有繳過啊
[34:01 -> 34:02][SPEAKER_00]: 那就三點半夜
[34:02 -> 34:04][SPEAKER_01]: 就三點半夜有跑過來
[34:04 -> 34:05][SPEAKER_00]: 對
[34:05 -> 34:06][SPEAKER_01]: 所以最後就覺得
[34:06 -> 34:07][SPEAKER_01]: 不要做那個事情
[34:07 -> 34:08][SPEAKER_00]: 對
[34:08 -> 34:09][SPEAKER_00]: 那回到你剛才
[34:09 -> 34:10][SPEAKER_00]: 先前有提到
[34:10 -> 34:12][SPEAKER_00]: 你滿擅長於海外這一塊的
[34:12 -> 34:13][SPEAKER_00]: 對
[34:13 -> 34:14][SPEAKER_00]: 特別是新加坡啊
[34:14 -> 34:15][SPEAKER_00]: 等等的
[34:15 -> 34:16][SPEAKER_00]: 對
[34:16 -> 34:17][SPEAKER_00]: 那你有思考過
[34:17 -> 34:18][SPEAKER_00]: 把你這些產品
[34:18 -> 34:19][SPEAKER_01]: 賣到東南亞去嗎
[34:19 -> 34:20][SPEAKER_00]: 有
[34:20 -> 34:21][SPEAKER_00]: 對
[34:21 -> 34:22][SPEAKER_00]: 因為像你山西什麼東南亞
[34:22 -> 34:23][SPEAKER_00]: 應該也滿
[34:23 -> 34:24][SPEAKER_00]: 需求也滿高的嘛
[34:24 -> 34:25][SPEAKER_01]: 嗯
[34:25 -> 34:27][SPEAKER_01]: 這一類的商品
[34:27 -> 34:29][SPEAKER_01]: 我不是製造商
[34:29 -> 34:30][SPEAKER_01]: 對
[34:30 -> 34:31][SPEAKER_00]: 貼牌的人很多
[34:31 -> 34:32][SPEAKER_00]: 對
[34:32 -> 34:34][SPEAKER_01]: 所以現在要走到海外
[34:34 -> 34:36][SPEAKER_00]: 就是必須做自己的品牌的意思
[34:36 -> 34:37][SPEAKER_00]: 對
[34:37 -> 34:38][SPEAKER_01]: 要有一個獨特性
[34:38 -> 34:39][SPEAKER_01]: 我其實早期
[34:39 -> 34:40][SPEAKER_01]: 剛回來台灣沒多久
[34:40 -> 34:41][SPEAKER_01]: 在做保養品的事啊
[34:41 -> 34:42][SPEAKER_01]: 是
[34:42 -> 34:43][SPEAKER_01]: 我其實有找一些
[34:43 -> 34:44][SPEAKER_01]: 志同道合的
[34:44 -> 34:45][SPEAKER_01]: 因為我都已經打通了
[34:45 -> 34:46][SPEAKER_01]: 新加坡市場
[34:46 -> 34:47][SPEAKER_00]: 對啊
[34:47 -> 34:48][SPEAKER_01]: 我直接找一些
[34:48 -> 34:50][SPEAKER_01]: 同樣也是小品牌的
[34:50 -> 34:51][SPEAKER_01]: 對
[34:51 -> 34:52][SPEAKER_01]: 我說
[34:52 -> 34:53][SPEAKER_00]: 一起集資來開發一個新的
[34:53 -> 34:54][SPEAKER_00]: 不用集資
[34:54 -> 34:55][SPEAKER_01]: 嗯
[34:55 -> 34:56][SPEAKER_01]: 你也做品牌
[34:56 -> 34:57][SPEAKER_01]: 他也做品牌
[34:57 -> 34:59][SPEAKER_01]: 我們十個品牌聯合起來
[34:59 -> 35:00][SPEAKER_02]: 哦
[35:00 -> 35:01][SPEAKER_01]: 然後大家來講
[35:01 -> 35:03][SPEAKER_01]: 只要是我開發到的國家
[35:03 -> 35:04][SPEAKER_01]: 嗯
[35:04 -> 35:05][SPEAKER_01]: 我去談下來的
[35:05 -> 35:06][SPEAKER_01]: 嗯
[35:06 -> 35:07][SPEAKER_01]: 我一次就提供給
[35:07 -> 35:08][SPEAKER_01]: 嗯
[35:08 -> 35:09][SPEAKER_01]: 那個供應商也好
[35:09 -> 35:10][SPEAKER_01]: 代理商也好
[35:10 -> 35:11][SPEAKER_01]: 我一次可以提供這麼多品牌
[35:11 -> 35:12][SPEAKER_01]: 這麼多不同的需求給你
[35:12 -> 35:13][SPEAKER_01]: 嗯
[35:13 -> 35:14][SPEAKER_02]: 其中會挑到幾個吧
[35:14 -> 35:15][SPEAKER_01]: 嗯
[35:15 -> 35:16][SPEAKER_01]: 那
[35:16 -> 35:17][SPEAKER_01]: 只要是我談下來的
[35:17 -> 35:18][SPEAKER_01]: 就以我為主
[35:18 -> 35:19][SPEAKER_01]: 主要導向
[35:19 -> 35:20][SPEAKER_01]: 嗯
[35:20 -> 35:21][SPEAKER_01]: 對不對
[35:21 -> 35:22][SPEAKER_01]: 嗯
[35:22 -> 35:23][SPEAKER_01]: 那說白了
[35:23 -> 35:24][SPEAKER_01]: 成本大家都知道
[35:24 -> 35:25][SPEAKER_01]: 對
[35:25 -> 35:26][SPEAKER_01]: 差不多啦
[35:26 -> 35:27][SPEAKER_01]: 對
[35:27 -> 35:28][SPEAKER_01]: 對
[35:28 -> 35:29][SPEAKER_01]: 那銷量就是可能是
[35:29 -> 35:30][SPEAKER_01]: 好有可能
[35:30 -> 35:31][SPEAKER_01]: 嗯
[35:31 -> 35:33][SPEAKER_01]: 你的牌子的銷量可能比我好
[35:33 -> 35:34][SPEAKER_01]: 嗯
[35:34 -> 35:35][SPEAKER_01]: 利率也比我的好
[35:35 -> 35:36][SPEAKER_01]: 嗯
[35:36 -> 35:37][SPEAKER_01]: 但是我占最大部分
[35:37 -> 35:38][SPEAKER_01]: 對
[35:38 -> 35:39][SPEAKER_01]: 就是我抽成最多
[35:39 -> 35:40][SPEAKER_00]: 你們也有賺不是沒有
[35:40 -> 35:41][SPEAKER_00]: 對
[35:41 -> 35:42][SPEAKER_01]: 對
[35:42 -> 35:43][SPEAKER_00]: 只是我是賺最多
[35:43 -> 35:44][SPEAKER_00]: 因為是開發下的
[35:44 -> 35:45][SPEAKER_01]: 對啊
[35:45 -> 35:46][SPEAKER_01]: 對
[35:46 -> 35:47][SPEAKER_01]: 市場吸引
[35:47 -> 35:48][SPEAKER_01]: 對
[35:48 -> 35:49][SPEAKER_01]: 那其他的你們自己去開發出來的
[35:49 -> 35:50][SPEAKER_01]: 我們大家也是support
[35:50 -> 35:51][SPEAKER_01]: 嗯
[35:51 -> 35:52][SPEAKER_00]: 就一樣變成是一個大家自己的
[35:52 -> 35:53][SPEAKER_00]: 對
[35:53 -> 35:54][SPEAKER_00]: 小圈子
[35:54 -> 35:55][SPEAKER_01]: 對
[35:55 -> 35:56][SPEAKER_00]: 也不錯啊
[35:56 -> 35:57][SPEAKER_00]: 共好
[35:57 -> 35:58][SPEAKER_01]: 想法很好
[35:58 -> 35:59]: 對啊
[35:59 -> 36:00][SPEAKER_01]: 想法很多
[36:00 -> 36:01][SPEAKER_01]: 對
[36:01 -> 36:02][SPEAKER_00]: 想法很好
[36:02 -> 36:03][SPEAKER_01]: 但是想法很多
[36:03 -> 36:04][SPEAKER_00]: 對
[36:04 -> 36:05][SPEAKER_00]: 就很難去找出一個共識這樣子
[36:05 -> 36:08][SPEAKER_01]: 那時候就有找幾個
[36:08 -> 36:09][SPEAKER_01]: 十個
[36:09 -> 36:11][SPEAKER_01]: 然後大家都ok ok ok
[36:11 -> 36:12][SPEAKER_01]: 嗯
[36:12 -> 36:13][SPEAKER_01]: 開始去談
[36:13 -> 36:14][SPEAKER_01]: 談下來
[36:14 -> 36:15][SPEAKER_01]: 某些國家
[36:15 -> 36:16][SPEAKER_01]: 欸覺得ok的
[36:16 -> 36:18][SPEAKER_01]: 他們也有意願嘗試的
[36:18 -> 36:20][SPEAKER_01]: 在邊緣開始會有想
[36:20 -> 36:22][SPEAKER_01]: 啊但是這樣子也賺比較多
[36:22 -> 36:23][SPEAKER_01]: 或者什麼
[36:23 -> 36:24][SPEAKER_01]: 就不同的意見想法就出來
[36:24 -> 36:25][SPEAKER_01]: 嘿
[36:25 -> 36:28][SPEAKER_01]: 然後我就覺得心好累了
[36:28 -> 36:29][SPEAKER_02]: 嗯
[36:29 -> 36:30][SPEAKER_01]: 因為
[36:30 -> 36:31][SPEAKER_01]: 我
[36:31 -> 36:33][SPEAKER_01]: 如果推出去之後
[36:33 -> 36:35][SPEAKER_01]: 後續我去任何國家
[36:35 -> 36:37][SPEAKER_01]: 或是我們在台灣參展
[36:37 -> 36:38][SPEAKER_02]: 對
[36:38 -> 36:39][SPEAKER_01]: 每一個廠商租一個攤位
[36:39 -> 36:40][SPEAKER_01]: 要花多少錢
[36:40 -> 36:41][SPEAKER_01]: 嗯
[36:41 -> 36:43][SPEAKER_01]: 我們租一塊大家合租
[36:43 -> 36:44][SPEAKER_01]: 對啊
[36:44 -> 36:45][SPEAKER_01]: 然後去把那個攤位用的最漂亮
[36:45 -> 36:46][SPEAKER_01]: 對啊
[36:46 -> 36:48][SPEAKER_01]: 這樣才有辦法真正吸引
[36:48 -> 36:49][SPEAKER_00]: 是啊
[36:49 -> 36:52][SPEAKER_00]: 但是可能就是沒有想到把餅做大了
[36:52 -> 36:54][SPEAKER_00]: 我覺得
[36:54 -> 36:57][SPEAKER_01]: 可能是因為大家在做生意會怕
[36:57 -> 36:59][SPEAKER_01]: 人家賺
[36:59 -> 37:00][SPEAKER_02]: 嗯
[37:00 -> 37:03][SPEAKER_01]: 賺到原本看起來像是你可以賺的
[37:03 -> 37:05][SPEAKER_01]: 這樣子的一個金額
[37:05 -> 37:06][SPEAKER_02]: 嗯
[37:06 -> 37:08][SPEAKER_01]: 因為打個比方如果說好
[37:08 -> 37:09][SPEAKER_01]: 出到海外
[37:09 -> 37:11][SPEAKER_01]: 我可以賺到
[37:11 -> 37:13][SPEAKER_01]: 打個比方啊
[37:13 -> 37:14][SPEAKER_01]: 一年一億一年
[37:14 -> 37:16][SPEAKER_01]: 從這十個品牌來講好不好
[37:16 -> 37:17][SPEAKER_01]: 那有可能
[37:17 -> 37:18][SPEAKER_01]: 他就會看到
[37:18 -> 37:20][SPEAKER_01]: 喔如果是他自己過去
[37:20 -> 37:21][SPEAKER_02]: 嗯
[37:21 -> 37:22][SPEAKER_01]: 可以怎麼樣怎麼樣
[37:22 -> 37:23][SPEAKER_01]: 嘿
[37:23 -> 37:24][SPEAKER_01]: 就可能這一類的想法
[37:24 -> 37:26][SPEAKER_01]: 那因為很多
[37:26 -> 37:28][SPEAKER_01]: 很多
[37:28 -> 37:30][SPEAKER_01]: 跳出來要做的
[37:30 -> 37:31][SPEAKER_01]: 嗯
[37:31 -> 37:32][SPEAKER_01]: 這些小品牌
[37:32 -> 37:33][SPEAKER_01]: 嗯
[37:33 -> 37:34][SPEAKER_01]: 很多都是
[37:35 -> 37:36][SPEAKER_01]: 有美好的願景
[37:36 -> 37:37][SPEAKER_01]: 嗯
[37:37 -> 37:38][SPEAKER_01]: 有好的想法
[37:38 -> 37:39][SPEAKER_01]: 嗯
[37:39 -> 37:41][SPEAKER_01]: 但是可能沒有經歷過
[37:41 -> 37:42][SPEAKER_01]: 貿易
[37:42 -> 37:43][SPEAKER_01]: 對
[37:43 -> 37:44][SPEAKER_01]: 沒有經歷過什麼什麼
[37:44 -> 37:45][SPEAKER_00]: 對
[37:45 -> 37:46][SPEAKER_00]: 因為外銷是完全不一樣的一塊
[37:46 -> 37:47][SPEAKER_01]: 對
[37:47 -> 37:48][SPEAKER_01]: 因為我們要算成本考量
[37:48 -> 37:49][SPEAKER_01]: 對
[37:49 -> 37:50][SPEAKER_01]: 海運嘛
[37:50 -> 37:51][SPEAKER_01]: 對
[37:51 -> 37:52][SPEAKER_01]: 你是走FOP啊
[37:52 -> 37:53][SPEAKER_01]: 對
[37:53 -> 37:54][SPEAKER_01]: 他們陌生的
[37:54 -> 37:55][SPEAKER_01]: 他們都不一樣的
[37:55 -> 37:56][SPEAKER_01]: 然後當地的
[37:56 -> 37:59][SPEAKER_00]: 就是說跨境的部分是要沒有經營
[37:59 -> 38:00][SPEAKER_01]: 對
[38:00 -> 38:01][SPEAKER_01]: 那
[38:01 -> 38:02][SPEAKER_01]: 就可能會覺得
[38:02 -> 38:03][SPEAKER_01]: 別人好像這種比較多
[38:03 -> 38:04][SPEAKER_01]: 或什麼的
[38:04 -> 38:05][SPEAKER_01]: 嗯
[38:05 -> 38:06][SPEAKER_00]: 那從中就會想太多
[38:06 -> 38:07][SPEAKER_00]: 對沒有想過
[38:07 -> 38:08][SPEAKER_00]: 其實這一塊
[38:08 -> 38:10][SPEAKER_00]: 讓你可以少繳這些學費嘛
[38:10 -> 38:11][SPEAKER_01]: 對
[38:11 -> 38:13][SPEAKER_01]: 因為其實在這當中是
[38:13 -> 38:16][SPEAKER_01]: 我那時候一直很想要把台灣的房屋給
[38:16 -> 38:17][SPEAKER_01]: 推廣到海外
[38:17 -> 38:19][SPEAKER_01]: 因為
[38:19 -> 38:21][SPEAKER_01]: 我回來的時候就發現說
[38:21 -> 38:23][SPEAKER_01]: 大家那時候
[38:23 -> 38:25][SPEAKER_01]: 專注台灣就是
[38:25 -> 38:26][SPEAKER_01]: 三星產業
[38:26 -> 38:27][SPEAKER_01]: 嗯
[38:27 -> 38:28][SPEAKER_01]: 台積電
[38:28 -> 38:29][SPEAKER_01]: 鴻海
[38:29 -> 38:30][SPEAKER_01]: 這些代工的
[38:30 -> 38:31][SPEAKER_01]: 嗯
[38:31 -> 38:32][SPEAKER_01]: 那每年都在成長
[38:32 -> 38:33][SPEAKER_01]: 沒錯
[38:33 -> 38:34][SPEAKER_01]: 但是是看世界的趨向
[38:34 -> 38:35][SPEAKER_01]: 是
[38:35 -> 38:36][SPEAKER_01]: 那其實有一個隱藏的產業
[38:36 -> 38:37][SPEAKER_01]: 就是房屋
[38:37 -> 38:38][SPEAKER_01]: 嗯
[38:38 -> 38:39][SPEAKER_01]: 這一塊是
[38:39 -> 38:40][SPEAKER_01]: 不管外面市場
[38:40 -> 38:41][SPEAKER_01]: 那時候也有
[38:41 -> 38:42][SPEAKER_01]: 三星產業也有跌的時候
[38:42 -> 38:43][SPEAKER_01]: 嗯
[38:43 -> 38:44][SPEAKER_01]: 就是
[38:44 -> 38:45][SPEAKER_01]: 可能今年緊急掛還是什麼的
[38:45 -> 38:46][SPEAKER_01]: 它的出口
[38:46 -> 38:47][SPEAKER_01]: 營收什麼的
[38:47 -> 38:48][SPEAKER_01]: 每年都持續在成長
[38:48 -> 38:49][SPEAKER_01]: 嗯
[38:49 -> 38:50][SPEAKER_01]: 因為
[38:50 -> 38:51][SPEAKER_01]: 那時候我就看
[38:51 -> 38:52][SPEAKER_01]: 那時候我就看
[38:52 -> 38:53][SPEAKER_01]: 那時候我就看
[38:53 -> 38:54][SPEAKER_01]: 那時候我就看
[38:54 -> 38:55][SPEAKER_01]: 因為
[38:55 -> 38:56][SPEAKER_01]: 那時候我就發現
[38:56 -> 38:58][SPEAKER_01]: 其實很多海外的一線品牌
[38:58 -> 38:59][SPEAKER_01]: 是
[38:59 -> 39:00][SPEAKER_01]: 都來台灣開放
[39:00 -> 39:01][SPEAKER_02]: OK
[39:01 -> 39:03][SPEAKER_01]: 所以台灣的實力是很強的
[39:03 -> 39:04][SPEAKER_01]: 是是是
[39:04 -> 39:06][SPEAKER_01]: 早在十幾年前我回來之前
[39:06 -> 39:08][SPEAKER_01]: 我們的實力還是比韓國更強
[39:08 -> 39:09][SPEAKER_02]: 嗯
[39:09 -> 39:10][SPEAKER_01]: 但是
[39:10 -> 39:12][SPEAKER_01]: 韓國就是行銷做的台湯
[39:12 -> 39:13][SPEAKER_01]: 對
[39:13 -> 39:15][SPEAKER_01]: 然後他們打團體帳門的
[39:15 -> 39:16][SPEAKER_01]: 是比我們強太多了
[39:16 -> 39:18][SPEAKER_01]: 我那時候在新加坡上架的時候
[39:18 -> 39:20][SPEAKER_01]: 我們最大競爭對手
[39:20 -> 39:22][SPEAKER_01]: 不是來自台灣的其他品牌
[39:22 -> 39:24][SPEAKER_01]: 是韓國的品牌
[39:24 -> 39:28][SPEAKER_01]: 因為我們的比方面膜十片裝一盒
[39:28 -> 39:31][SPEAKER_01]: 我們在架上賣十四塊九九
[39:31 -> 39:33][SPEAKER_01]: 十四點九九新幣的話
[39:33 -> 39:36][SPEAKER_01]: 他們三片裝一盒
